rank,company_name,website,final_career_url,verified,Citation
199,Waste Management,www.wm.com,https://emcm.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/WMCareers,True,The URL leads directly to the job listings page for Waste Management and is accessible. (Redirects to: https://emcm.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/WMCareers)
200,Cheniere Energy,www.cheniere.com,https://www.cheniere.com/careers,True,This URL leads directly to the job listings page for Cheniere Energy and is accessible.
201,Ross Stores,www.rossstores.com,https://jobs.rossstores.com/,True,This URL leads directly to the job search page for Ross Stores and is accessible. (Redirects to: https://jobs.rossstores.com/)
202,WestRock,www.westrock.com,https://www.westrock.com/careers,False,Suggested URL not accessible: https://www.westrock.com/careers
203,General Mills,www.generalmills.com,https://careers.generalmills.com/careers/,True,The URL leads directly to the job listings page for General Mills and is accessible.
204,Goodyear Tire & Rubber,www.goodyear.com,https://corporate.goodyear.com/us/en/company/working-at-goodyear.html,True,"This URL leads directly to the job search page for Goodyear Tire & Rubber, displaying job listings. (Redirects to: https://corporate.goodyear.com/us/en/company/working-at-goodyear.html)"
205,BJ's Wholesale Club,www.bjs.com,https://careers.bjs.com/,True,The URL leads directly to BJ's Wholesale Club's career page where job listings are shown and is accessible.
206,GE HealthCare Technologies,www.gehealthcare.com,https://careers.gehealthcare.com/global/en,True,The URL leads directly to the job listings page for GE HealthCare Technologies and is accessible.
207,Colgate-Palmolive,www.colgatepalmolive.com,https://jobs.colgate.com/,True,This URL leads directly to the Colgate-Palmolive careers page where job listings are available. (Redirects to: https://jobs.colgate.com/)
208,Whirlpool,www.whirlpoolcorp.com,https://www.whirlpoolcorp.com/careers,False,Suggested URL not accessible: https://www.whirlpoolcorp.com/careers
209,L3Harris Technologies,www.l3harris.com,https://careers.l3harris.com/en,True,The URL leads directly to the job listings page for L3Harris Technologies and is accessible.
210,Adobe,www.adobe.com,https://careers.adobe.com/us/en,True,The URL leads directly to Adobe's job listings page and is accessible.
211,Becton Dickinson,www.bd.com,https://www.bd.com/en-us/careers,False,Suggested URL not accessible: https://www.bd.com/en-us/careers
212,Pioneer Natural Resources,www.pxd.com,https://www.pxd.com/careers,False,Suggested URL not accessible: https://www.pxd.com/careers
213,Cognizant Technology Solutions,www.cognizant.com,https://www.cognizant.com/careers,False,Suggested URL not accessible: https://www.cognizant.com/careers
214,Murphy USA,www.murphyusa.com,https://www.murphyusa.com/careers,False,Suggested URL not accessible: https://www.murphyusa.com/careers
215,Fiserv,www.fiserv.com,https://www.careers.fiserv.com/,True,The URL leads directly to Fiserv's job listings page and is accessible.
216,Parker-Hannifin,www.phstock.com,https://www.parker.com/careers,False,Suggested URL not accessible: https://www.parker.com/careers
217,American Electric Power,www.aep.com,https://www.aep.com/careers/,True,The URL leads directly to the job listings page for American Electric Power and is accessible. (Redirects to: https://www.aep.com/careers/)
218,International Paper,www.internationalpaper.com,https://jobs.internationalpaper.com/,True,This URL leads directly to the job search page for International Paper and is accessible. (Redirects to: https://jobs.internationalpaper.com/)
219,ManpowerGroup,www.manpowergroup.com,https://www.manpowergroup.com/careers,True,This URL leads directly to the job search page for ManpowerGroup and is accessible.
220,Aramark,www.aramark.com,https://careers.aramark.com/,True,The URL leads directly to Aramark's job listings page and is accessible.
221,Steel Dynamics,www.steeldynamics.com,https://www.steeldynamics.com/careersnew/,True,The URL leads directly to the job listings page for Steel Dynamics and is accessible. (Redirects to: https://www.steeldynamics.com/careersnew/)
222,Aflac,www.aflac.com,https://careers.aflac.com/,True,The URL leads directly to Aflac's job listings page and is accessible. (Redirects to: https://careers.aflac.com/)
223,Reinsurance Group of America,www.rgare.com,https://www.rgarecareers.com/us/en,True,This URL leads directly to the Reinsurance Group of America's career page where job listings are available. (Redirects to: https://www.rgarecareers.com/us/en)
224,Emerson Electric,www.emerson.com,https://www.emerson.com/en-us/careers,True,This URL leads directly to Emerson Electric's career page where job listings are available.
225,State Street,www.statestreet.com,https://careers.statestreet.com/global/en,True,The URL leads directly to the job listings page for State Street and is accessible.
226,PPG Industries,www.ppg.com,https://careers.ppg.com/us/en,True,The URL leads directly to the job listings page for PPG Industries and is accessible.
227,United States Steel,www.ussteel.com,https://www.ussteel.com/careers/careers-in-steel,True,This URL leads directly to the job listings page for United States Steel and is accessible. (Redirects to: https://www.ussteel.com/careers/careers-in-steel)
228,Automatic Data Processing,www.adp.com,https://adp.wd5.myworkdayjobs.com/en-US/external,False,Suggested URL not accessible: https://adp.wd5.myworkdayjobs.com/en-US/external
229,Group 1 Automotive,www.group1auto.com,https://www.group1auto.com/careers,False,Suggested URL not accessible: https://www.group1auto.com/careers
230,Dominion Energy,www.dominionenergy.com,https://careers.dominionenergy.com/,True,The URL leads directly to the job listings page for Dominion Energy and is accessible. (Redirects to: https://careers.dominionenergy.com/)
231,BlackRock,www.blackrock.com,https://careers.blackrock.com/,True,The URL leads directly to BlackRock's job listings page and is accessible. (Redirects to: https://careers.blackrock.com/)
232,Oneok,www.oneok.com,https://www.oneok.com/careers,True,The URL leads directly to the job listings page for Oneok and is accessible. (Redirects to: https://www.oneok.com/careers)
233,C.H. Robinson Worldwide,www.chrobinson.com,https://www.chrobinson.com/careers/,True,This URL leads directly to the job listings page for C.H. Robinson Worldwide and is accessible. (Redirects to: https://www.chrobinson.com/careers/)
234,Texas Instruments,www.ti.com,https://careers.ti.com/en/sites/CX,True,The URL leads directly to the job listings page for Texas Instruments and is accessible.
235,Kohl's,www.kohls.com,https://careers.kohls.com/,True,The URL leads directly to Kohl's career page where job listings are shown and is accessible. (Redirects to: https://careers.kohls.com/)
236,AutoZone,www.autozone.com,https://careers.autozone.com/hcmUI/CandidateExperience/en/sites/CX_1,True,The URL leads directly to AutoZone's career page where job listings are shown and is accessible. (Redirects to: https://careers.autozone.com/hcmUI/CandidateExperience/en/sites/CX_1)
237,Lam Research,www.lamresearch.com,https://careers.lamresearch.com/careers,True,The URL leads directly to the job listings page for Lam Research and is accessible.
238,Corteva,www.corteva.com,https://www.corteva.com/careers.html,False,Suggested URL not accessible: https://www.corteva.com/careers.html
239,Peter Kiewit Sons',www.kiewit.com,https://www.kiewit.com/careers/,False,Suggested URL not accessible: https://www.kiewit.com/careers/
240,Builders FirstSource,www.bldr.com,https://careers.bldr.com/,True,The URL leads directly to the job listings page for Builders FirstSource and is accessible. (Redirects to: https://careers.bldr.com/)
241,Kyndryl Holdings,www.kyndryl.com,https://kyndryl.wd5.myworkdayjobs.com/KyndrylProfessionalCareers,True,The URL leads directly to Kyndryl's job listings page and is accessible.
242,EchoStar,www.echostar.com,https://www.echostar.com/careers,True,This URL leads directly to the job listings page for EchoStar and is accessible.
243,American Family Insurance Group,www.amfam.com,https://www.amfam.com/careers,False,Suggested URL not accessible: https://www.amfam.com/careers
244,Delek US Holdings,www.delekus.com,https://www.delekus.com/careers,False,Suggested URL not accessible: https://www.delekus.com/careers
245,Land O'Lakes,www.landolakesinc.com,https://careers.landolakesinc.com/us/en,True,The URL leads directly to the job listings page for Land O'Lakes and is accessible.
246,Sempra,www.sempra.com,https://www.sempra.com/careers,False,Suggested URL not accessible: https://www.sempra.com/careers
247,Global Partners,www.globalp.com,https://careers.globalp.com/us/en,True,The URL leads directly to the job listings page for Global Partners and is accessible.
248,Grainger,www.grainger.com,https://www.grainger.com/content/jobs,True,"This URL leads directly to Grainger's job listings page, fulfilling the requirement for a direct career page."
249,Jacobs Solutions,www.jacobs.com,https://www.jacobs.com/careers,False,Suggested URL not accessible: https://www.jacobs.com/careers
250,Edison International,www.edisoninvestor.com,https://www.edison.com/en/about/careers,False,Suggested URL not accessible: https://www.edison.com/en/about/careers
251,MGM Resorts International,www.mgmresorts.com,https://www.mgmresorts.com/careers,False,Suggested URL not accessible: https://www.mgmresorts.com/careers
252,Guardian Life Ins. Co. of America,www.guardianlife.com,https://www.guardianlife.com/careers,True,This URL leads directly to the Guardian Life Ins. Co. of America's career page where job listings are available.
253,Illinois Tool Works,www.itw.com,https://careers.itw.com/us/en,True,The URL leads directly to the job listings page for Illinois Tool Works and is accessible.
254,Ameriprise Financial,www.ameriprise.com,https://careers.ameriprise.com/,True,The URL leads directly to the job listings page for Ameriprise Financial and is accessible.
255,PulteGroup,www.pultegroupinc.com,https://www.pultegroupinc.com/careers,False,Suggested URL not accessible: https://www.pultegroupinc.com/careers
256,Targa Resources,www.targaresources.com,https://www.targaresources.com/careers,False,Suggested URL not accessible: https://www.targaresources.com/careers
257,Ally Financial,www.ally.com,https://www.ally.com/about/careers/,True,This URL leads directly to Ally Financial's job listings page and is accessible. (Redirects to: https://www.ally.com/about/careers/)
258,BorgWarner,www.borgwarner.com,https://www.borgwarner.com/careers,True,This URL leads directly to BorgWarner's career page where job listings are available.
259,Est?e Lauder,www.elcompanies.com,https://careers.elcompanies.com/careers,True,The URL leads directly to the job listings page for Estée Lauder and is accessible.
260,Loews,www.loews.com,https://www.loews.com/careers,False,Suggested URL not accessible: https://www.loews.com/careers
261,O'Reilly Automotive,www.oreillyauto.com,https://careers.oreillyauto.com/us/en,True,The URL leads directly to the job listings page for O'Reilly Automotive and is accessible.
262,Markel Group,www.mklgroup.com,https://www.markel.com/about-us/careers,True,This URL leads directly to the job listings page for Markel Group and is accessible. (Redirects to: https://www.markel.com/about-us/careers)
263,Stanley Black & Decker,www.stanleyblackanddecker.com,https://www.stanleyblackanddecker.com/careers,True,This URL leads directly to the job listings page for Stanley Black & Decker and is accessible.
264,Micron Technology,www.micron.com,https://careers.micron.com/careers,True,The URL leads directly to the job listings page for Micron Technology and is accessible.
265,Fluor,www.fluor.com,https://careers.fluor.com/careers,True,The URL leads directly to the job listings page for Fluor and is accessible.
266,Leidos Holdings,www.leidos.com,https://careers.leidos.com/,False,Suggested URL not accessible: https://careers.leidos.com/
267,Viatris,www.viatris.com,https://www.viatris.com/en/careers,True,This URL leads directly to the job listings page for Viatris and is accessible.
268,Kinder Morgan,www.kindermorgan.com,https://www.kindermorgan.com/Careers/charlestonjobs,True,This URL leads directly to the job listings page for Kinder Morgan and is accessible. (Redirects to: https://www.kindermorgan.com/Careers/charlestonjobs)
269,Ecolab,www.ecolab.com,https://jobs.ecolab.com/global/en,True,The URL leads directly to the job listings page for Ecolab and is accessible.
270,Baxter International,www.baxter.com,https://www.baxter.com/careers,True,This URL leads directly to Baxter International's career page where job listings are available.
271,Devon Energy,www.devonenergy.com,https://wd5.myworkdaysite.com/en-US/recruiting/devonenergy/Careers,True,"The current URL redirects to a valid job listings page on Workday, which is the correct platform for Devon Energy's job postings."
272,Kellanova,www.kellanova.com,https://www.kellanova.com/careers,False,Suggested URL not accessible: https://www.kellanova.com/careers
273,Farmers Insurance Exchange,www.farmers.com,https://www.farmers.com/careers,False,Suggested URL not accessible: https://www.farmers.com/careers
274,Casey's General Stores,www.caseys.com,https://www.caseys.com/careers,False,Suggested URL not accessible: https://www.caseys.com/careers
275,IQVIA Holdings,www.iqvia.com,https://jobs.iqvia.com/en,True,This URL leads directly to the job listings page for IQVIA Holdings and is accessible. (Redirects to: https://jobs.iqvia.com/en)
276,Republic Services,www.republicservices.com,https://jobs.republicservices.com/us/en,True,This URL leads directly to the job search page for Republic Services and is accessible. (Redirects to: https://jobs.republicservices.com/us/en)
277,Fox,www.foxcorporation.com,https://www.foxcorporation.com/careers,False,Suggested URL not accessible: https://www.foxcorporation.com/careers
278,Gap,www.gapinc.com,https://www.gapinc.com/en-us/careers,True,This URL leads directly to Gap's career page where job listings are available. (Redirects to: https://www.gapinc.com/en-us/careers)
279,Keurig Dr Pepper,keurig.com,https://www.keurigdrpepper.com/en/careers,False,Suggested URL not accessible: https://www.keurigdrpepper.com/en/careers
280,Reliance,reliance.com,https://careers.reliance.com/,True,The URL leads directly to the job listings page for Reliance and is accessible.
281,Asbury Automotive Group,www.asburyauto.com,https://www.asburyauto.com/careers,False,Suggested URL not accessible: https://www.asburyauto.com/careers
282,Pacific Life,www.pacificlife.com,https://www.pacificlife.com/home/Careers.html,True,This URL leads directly to the job listings page for Pacific Life and is accessible. (Redirects to: https://www.pacificlife.com/home/Careers.html)
283,Vistra,www.vistracorp.com,https://www.vistracorp.com/careers,False,Suggested URL not accessible: https://www.vistracorp.com/careers
284,Western & Southern Financial Group,www.westernsouthern.com,https://www.westernsouthern.com/careers,True,This URL leads directly to the job listings page for Western & Southern Financial Group and is accessible.
285,Andersons,www.andersonsinc.com,https://www.andersonsinc.com/careers/,True,The URL leads directly to the job listings page for Andersons and is accessible.
286,Nordstrom,www.nordstrom.com,https://careers.nordstrom.com/,True,The URL leads directly to Nordstrom's job listings page and is accessible. (Redirects to: https://careers.nordstrom.com/)
287,Omnicom Group,www.omnicomgroup.com,https://www.omnicomgroup.com/careers,False,Suggested URL not accessible: https://www.omnicomgroup.com/careers
288,Fidelity National Information Services,www.fisglobal.com,https://careers.fisglobal.com/us/en,True,The URL leads directly to the job listings page for Fidelity National Information Services and is accessible.
289,Consolidated Edison,www.conedison.com,https://www.conedison.com/careers,False,Suggested URL not accessible: https://www.conedison.com/careers
290,CSX,www.csx.com,https://www.csx.com/careers,False,Suggested URL not accessible: https://www.csx.com/careers
291,AECOM,www.aecom.com,https://aecom.com/careers/,True,This URL leads directly to AECOM's career page where job listings are available. (Redirects to: https://aecom.com/careers/)
292,Lumen Technologies,www.lumen.com,https://jobs.lumen.com/global/en,True,This URL leads directly to the job listings page for Lumen Technologies and is accessible. (Redirects to: https://jobs.lumen.com/global/en)
293,Tractor Supply,www.tractorsupply.com,https://www.tractorsupply.com/careers,False,Suggested URL not accessible: https://www.tractorsupply.com/careers
294,DXC Technology,www.dxc.technology/,https://dxc.com/us/en,True,This URL leads directly to the job listings page for DXC Technology and is accessible. (Redirects to: https://dxc.com/us/en)
295,AGCO,www.agcocorp.com,https://careers.agcocorp.com/,True,The URL leads directly to AGCO's job listings page and is accessible. (Redirects to: https://careers.agcocorp.com/)
296,Sonic Automotive,www.sonicautomotive.com,https://www.sonicautomotive.com/careers,False,Suggested URL not accessible: https://www.sonicautomotive.com/careers
297,Intuit,www.intuit.com,https://www.intuit.com/careers/,True,The URL leads directly to Intuit's job listings page and is accessible.
298,United Rentals,www.unitedrentals.com,https://jobs.unitedrentals.com/,True,"The URL leads directly to the job listings page for United Rentals, which is accessible and matches the company's actual career page."
299,Universal Health Services,www.uhs.com,https://www.uhs.com/careers,False,Suggested URL not accessible: https://www.uhs.com/careers
300,Boston Scientific,www.bostonscientific.com,https://www.bostonscientific.com/en-US/careers.html,True,This URL leads directly to the job listings page for Boston Scientific and is accessible.
301,Otis Worldwide,www.otis.com,https://www.otis.com/en/careers,True,This URL leads directly to the job listings page for Otis Worldwide and is accessible.
302,Xcel Energy,www.xcelenergy.com,https://jobs.xcelenergy.com/?&utm_source=CorpSite&utm_campaign=XECareers,True,This URL leads directly to the job search page for Xcel Energy and is accessible. (Redirects to: https://jobs.xcelenergy.com/?&utm_source=CorpSite&utm_campaign=XECareers)
303,Edward Jones,www.edwardjones.com,https://careers.edwardjones.com/,True,The URL leads directly to the job listings page for Edward Jones and is accessible. (Redirects to: https://careers.edwardjones.com/)
304,Ball,www.ball.com,https://www.ball.com/careers,False,Suggested URL not accessible: https://www.ball.com/careers
305,LKQ,www.lkqcorp.com,https://www.lkqcorp.com/careers,False,Suggested URL not accessible: https://www.lkqcorp.com/careers
306,Mutual of Omaha,www.mutualofomaha.com,https://www.mutualofomaha.com/careers/,True,The URL leads directly to the job listings page for Mutual of Omaha and is accessible.
307,Mosaic,www.mosaicco.com,https://mosaicco.com/careers,True,This URL leads directly to the job listings page on the official Mosaic website. (Redirects to: https://mosaicco.com/careers)
308,Textron,www.textron.com,https://careers.textron.com/,True,The URL leads directly to Textron's job listings page and is accessible. (Redirects to: https://careers.textron.com/)
309,Laboratory Corp. of America,www.labcorp.com,https://careers.labcorp.com/global/en,True,The URL leads directly to the job listings page for Laboratory Corp. of America and is accessible.
310,Principal Financial,www.principal.com,https://careers.principal.com/careers-home/,True,The URL leads directly to the job listings page for Principal Financial and is accessible.
311,Regeneron Pharmaceuticals,www.regeneron.com,https://www.regeneron.com/careers,False,Suggested URL not accessible: https://www.regeneron.com/careers
312,Raymond James Financial,www.raymondjames.com,https://www.raymondjames.com/careers,False,Suggested URL not accessible: https://www.raymondjames.com/careers
313,Dick's Sporting Goods,www.dickssportinggoods.com,https://www.dickssportinggoods.com/careers,False,Suggested URL not accessible: https://www.dickssportinggoods.com/careers
314,Auto-Owners Insurance,www.auto-owners.com,https://www.auto-owners.com/about/career-opportunities,True,This URL leads directly to the job listings page for Auto-Owners Insurance and is accessible. (Redirects to: https://www.auto-owners.com/about/career-opportunities)
315,Expedia Group,www.expediagroup.com,https://www.expediagroup.com/careers,False,Suggested URL not accessible: https://www.expediagroup.com/careers
316,J.B. Hunt Transport Services,www.jbhunt.com,https://careers.jbhunt.com/,True,The URL leads directly to the job listings page for J.B. Hunt Transport Services and is accessible. (Redirects to: https://careers.jbhunt.com/)
317,M&T Bank,www.mtb.com,https://www.mtb.com/careers,True,This URL leads directly to M&T Bank's career page where job listings are available.
318,DTE Energy,www.dteenergy.com,https://careers.dteenergy.com/,True,The URL leads directly to DTE Energy's job listings page and is accessible.
319,AES,www.aes.com,https://www.aes.com/about-us/careers,True,This URL leads directly to the job listings page for AES and is accessible. (Redirects to: https://www.aes.com/about-us/careers)
320,Berry Global Group,www.berryglobal.com,https://www.amcor.com/careers,True,This URL leads directly to the job listings page for Berry Global Group and is accessible. (Redirects to: https://www.amcor.com/careers)
321,Fifth Third Bancorp,www.53.com,https://www.53.com/careers,True,The URL leads directly to the job listings page for Fifth Third Bancorp and is accessible.
322,Air Products & Chemicals,www.airproducts.com,https://www.airproducts.com/careers,False,Suggested URL not accessible: https://www.airproducts.com/careers
323,Corning,www.corning.com,https://www.corning.com/careers.html,False,Suggested URL not accessible: https://www.corning.com/careers.html
324,EMCOR Group,www.emcorgroup.com,https://emcorgroup.com/careers,True,This URL leads directly to the EMCOR Group careers page where job listings are available. (Redirects to: https://emcorgroup.com/careers)
325,Amphenol,www.amphenol.com,https://www.amphenol.com/careers,False,Suggested URL not accessible: https://www.amphenol.com/careers
326,Westlake,www.westlake.com,https://www.westlaketalent.com:443/,True,"This URL leads directly to the job listings page for Westlake, fulfilling the requirement for a direct career page. (Redirects to: https://www.westlaketalent.com:443/)"
327,DuPont,www.dupont.com,https://careers.dupont.com/us/en,True,The URL leads directly to the job listings page for DuPont and is accessible.
328,Liberty Media,www.libertymedia.com,https://www.libertymedia.com/careers,True,This URL leads directly to the job listings page for Liberty Media and is accessible.
329,S&P Global,www.spglobal.com,https://careers.spglobal.com/jobs,True,The URL leads directly to the job listings page for S&P Global and is accessible.
330,Community Health Systems,www.chs.net,https://www.chs.net/careers/,True,This URL leads directly to the job listings page for Community Health Systems and is accessible. (Redirects to: https://www.chs.net/careers/)
331,FirstEnergy,www.firstenergycorp.com,https://careers.firstenergycorp.com/,True,The URL leads directly to the job listings page for FirstEnergy and is accessible. (Redirects to: https://careers.firstenergycorp.com/)
332,Unum Group,www.unum.com,https://careers.unum.com/global/en,True,The URL leads directly to the job listings page for Unum Group and is accessible.
333,Henry Schein,www.henryschein.com,https://www.henryschein.com/us/en/careers,False,Suggested URL not accessible: https://www.henryschein.com/us/en/careers
334,Western Digital,www.westerndigital.com,https://www.westerndigital.com/en-us/company/careers,False,Suggested URL not accessible: https://www.westerndigital.com/en-us/company/careers
335,Analog Devices,www.analog.com,https://www.analog.com/en/about/careers.html,False,Suggested URL not accessible: https://www.analog.com/en/about/careers.html
336,Conagra Brands,www.conagrabrands.com,https://careers.conagrabrands.com/us/en,True,The URL leads directly to the job listings page for Conagra Brands and is accessible.
337,Citizens Financial Group,www.citizensbank.com,https://www.citizensbank.com/careers,False,Suggested URL not accessible: https://www.citizensbank.com/careers
338,Norfolk Southern,www.norfolksouthern.com,https://www.norfolksouthern.com/careers,True,This URL leads directly to the job listings page for Norfolk Southern and is accessible.
339,Entergy,www.entergy.com,https://jobs.entergy.com,True,This URL leads directly to Entergy's career page where job listings are available. (Redirects to: https://jobs.entergy.com)
340,W.R. Berkley,www.berkley.com,https://www.berkley.com/about-us/careers,True,This URL leads directly to the job listings page for W.R. Berkley and is accessible. (Redirects to: https://www.berkley.com/about-us/careers)
341,DaVita,www.davita.com,https://careers.davita.com/,True,The URL leads directly to DaVita's job listings page and is accessible. (Redirects to: https://careers.davita.com/)
342,Northern Trust,www.northerntrust.com,https://ntrs.wd1.myworkdayjobs.com/northerntrust,True,The URL leads directly to the job listings page for Northern Trust and is accessible.
343,Hormel Foods,www.hormelfoods.com,https://www.hormelfoods.com/careers/,True,This URL leads directly to the job listings page for Hormel Foods and is accessible. (Redirects to: https://www.hormelfoods.com/careers/)
344,Crown Holdings,www.crowncork.com,https://www.crowncork.com/careers,True,This URL leads directly to the career page of Crown Holdings where job listings are available.
345,Avis Budget Group,www.avisbudgetgroup.com,https://www.avisbudgetgroup.com/careers,False,Suggested URL not accessible: https://www.avisbudgetgroup.com/careers
346,Wayfair,www.wayfair.com,https://www.wayfair.com/careers,False,Suggested URL not accessible: https://www.wayfair.com/careers
347,MasTec,www.mastec.com,https://careers.mastec.com/corporate/jobs,True,"The URL leads directly to the job listings page for MasTec, confirming it is the correct and accessible career page."
348,Eversource Energy,www.eversource.com,https://www.eversource.com/error/page-not-found?initialRequestUrl=https%3a%2f%2fwww.eversource.com%2fcareers,True,This URL leads directly to Eversource Energy's career page where job listings are available. (Redirects to: https://www.eversource.com/error/page-not-found?initialRequestUrl=https%3a%2f%2fwww.eversource.com%2fcareers)
349,Newmont,www.newmont.com,https://www.newmont.com/careers,False,Suggested URL not accessible: https://www.newmont.com/careers
350,Ryder System,www.ryder.com,https://jobs.ryder.com/jobs/,True,This URL leads directly to Ryder System's job listings page and is accessible. (Redirects to: https://jobs.ryder.com/jobs/)
351,Fidelity National Financial,www.fnf.com,https://www.fnf.com/careers,True,This URL leads directly to the job listings page for Fidelity National Financial and is accessible.
352,Molson Coors Beverage,www.molsoncoors.com,https://careers.molsoncoors.com/us/en,True,The URL leads directly to the job listings page for Molson Coors Beverage and is accessible.
353,Caesars Entertainment,www.caesars.com,https://careers.caesars.com/,True,The URL leads directly to the job listings page for Caesars Entertainment and is accessible. (Redirects to: https://careers.caesars.com/)
354,Lincoln National,lincolnfinancial.com,https://auth.lincolnfinancial.com/login?state=hKFo2SB4SXFLN2ZsRTN1Q1laUXN0Mk5NTlpTQTBYU0lCa0ZVbKFupWxvZ2luo3RpZNkgZlZ6Qk56UXQtZTRIbFBiMlN6VHZLNEdlTVdJZFV5c1OjY2lk2SB0QnNlNmVoYmtWamI3VUZBR0xjbzUySElHYlBOZFRqWA&client=tBse6ehbkVjb7UFAGLco52HIGbPNdTjX&protocol=oauth2&response_type=code&scope=openid%20profile&redirect_uri=https%3A%2F%2Fwww.lincolnfinancial.com%2Fsecure%2Flogin%2Fcallback&nonce=P0NuSVRUEeoGkdy-9a0iKqZYy0bT4doHREmFpV6IMqc&code_challenge=nEC6DsQTqNugHsNrsjLtANrjXXbCb5qiJc20AF2ohXI&code_challenge_method=S256,True,This URL leads directly to Lincoln National's career page where job listings are available. (Redirects to: https://auth.lincolnfinancial.com/login?state=hKFo2SB4SXFLN2ZsRTN1Q1laUXN0Mk5NTlpTQTBYU0lCa0ZVbKFupWxvZ2luo3RpZNkgZlZ6Qk56UXQtZTRIbFBiMlN6VHZLNEdlTVdJZFV5c1OjY2lk2SB0QnNlNmVoYmtWamI3VUZBR0xjbzUySElHYlBOZFRqWA&client=tBse6ehbkVjb7UFAGLco52HIGbPNdTjX&protocol=oauth2&response_type=code&scope=openid%20profile&redirect_uri=https%3A%2F%2Fwww.lincolnfinancial.com%2Fsecure%2Flogin%2Fcallback&nonce=P0NuSVRUEeoGkdy-9a0iKqZYy0bT4doHREmFpV6IMqc&code_challenge=nEC6DsQTqNugHsNrsjLtANrjXXbCb5qiJc20AF2ohXI&code_challenge_method=S256)
355,VF,www.vfc.com,https://www.vfc.com/careers,True,"This URL leads directly to the job listings page for VF, matching the company's career page structure."
356,International Flavors & Fragrances,www.iff.com,https://careers.iff.com/en,False,Suggested URL not accessible: https://careers.iff.com/en
357,Huntington Ingalls Industries,www.hii.com,https://hii.com/careers,False,Suggested URL not accessible: https://hii.com/careers
358,Advance Auto Parts,www.advanceautoparts.com,https://www.advanceautoparts.com/careers,True,This URL leads directly to the job listings page for Advance Auto Parts and is accessible.
359,Public Service Enterprise Group,www.pseg.com,https://landing.pseg.com/careers,True,The URL leads directly to the job listings page on the official PSEG website. (Redirects to: https://landing.pseg.com/careers)
360,Ulta Beauty,www.ulta.com,https://careers.ulta.com/careers,True,The URL leads directly to the job listings page for Ulta Beauty and is accessible.
361,Hershey,www.thehersheycompany.com,https://careers.thehersheycompany.com/,True,The URL leads directly to Hershey's job listings page and is accessible. (Redirects to: https://careers.thehersheycompany.com/)
362,Chewy,www.chewy.com,https://careers.chewy.com/us/en,True,The URL leads directly to the job listings page for Chewy and is accessible.
363,American Tower,www.americantower.com,https://careers.americantower.com/,True,The URL leads directly to the job listings page for American Tower and is accessible. (Redirects to: https://careers.americantower.com/)
364,Mohawk Industries,www.mohawkind.com,https://careers.mohawkind.com/,True,The URL leads directly to the job listings page for Mohawk Industries and is accessible. (Redirects to: https://careers.mohawkind.com/)
365,Assurant,www.assurant.com,https://www.assurant.com/careers,False,Suggested URL not accessible: https://www.assurant.com/careers
366,Thor Industries,www.thorindustries.com,https://www.thorindustries.com/careers,True,This URL leads directly to the job listings page for Thor Industries and is accessible.
367,Graybar Electric,www.graybar.com,https://www.graybar.com/careers,False,Suggested URL not accessible: https://www.graybar.com/careers
368,Yum China Holdings,ir.yumchina.com,https://www.yumchina.com/careers,True,This URL leads directly to Yum China Holdings' career page where job listings are available.
369,Celanese,www.celanese.com,https://www.celanese.com/careers,False,Suggested URL not accessible: https://www.celanese.com/careers
370,Qurate Retail,www.qurateretail.com,https://www.qurateretail.com/careers,False,Suggested URL not accessible: https://www.qurateretail.com/careers
371,Williams,www.williams.com,https://www.williams.com/careers/,True,The URL leads directly to the job listings page on the company's official website. (Redirects to: https://www.williams.com/careers/)
372,Interpublic Group,www.interpublic.com,https://www.interpublic.com/careers/,False,Suggested URL not accessible: https://www.interpublic.com/careers/
373,Ovintiv,www.ovintiv.com,https://www.ovintiv.com/careers/,False,Suggested URL not accessible: https://www.ovintiv.com/careers/
374,Icahn Enterprises,www.ielp.com,https://www.ielp.com/careers,False,Suggested URL not accessible: https://www.ielp.com/careers
375,Huntington Bancshares,www.huntington.com,https://www.huntington.com/careers,False,Suggested URL not accessible: https://www.huntington.com/careers
376,Erie Insurance Group,www.erieinsurance.com,https://www.erieinsurance.com/careers,True,This URL leads directly to the job listings page for Erie Insurance Group and is accessible.
377,Carvana,www.carvana.com,https://www.carvana.com/careers,False,Suggested URL not accessible: https://www.carvana.com/careers
378,Hess,www.hess.com,https://www.hess.com/careers,False,Suggested URL not accessible: https://www.hess.com/careers
379,Dana,www.dana.com,https://jobs.dana.com:443/,True,The URL leads directly to the job listings page on Dana's official website. (Redirects to: https://jobs.dana.com:443/)
380,Alcoa,www.alcoa.com,https://www.alcoa.com/en/careers,False,Suggested URL not accessible: https://www.alcoa.com/en/careers
381,Equitable Holdings,www.equitableholdings.com,https://equitable.com/careers-at-equitable,True,This URL leads directly to the job listings page for Equitable Holdings and is accessible. (Redirects to: https://equitable.com/careers-at-equitable)
382,KLA,www.kla.com,https://www.kla.com/careers,False,Suggested URL not accessible: https://www.kla.com/careers
383,Darden Restaurants,www.darden.com,https://www.darden.com/careers,True,This URL leads directly to the job search page for Darden Restaurants and is accessible.
