category,title,company,location,work_model,salary_text,date_posted,company_size,h1b_sponsored,is_new_grad,qualifications,url
Engineering_Development,Design Technician - Electric Distribution,ENTRUST Solutions Group,Hybrid,,$17-$38 /hr,2025-12-08,,,,1. High School Diploma or equivalent 2. Established professional computer skills; aptitude for quickly learning new software and other tools 3. Experience or eagerness to gain experience with Electric Distribution or other Utility Design projects 4. Willingness to travel locally or regionally as needed to support our initiatives,https://jobright.ai/jobs/info/68f8492b4bafad6d2d7612bf?utm_source=1100&utm_campaign=Engineering%20and%20Development
Engineering_Development,Yard Technician,EquipmentShare,"Construction
Fleet Management",,"Tulsa, OK (Tooling Solutions)",2025-12-08,5001-10000,,,"1. Safety training required and PPE required when applicable 2. Occasional lifting may be required, up to 50 lbs 3. Valid driver’s license 4. High School diploma or equivalent 5. Must be able to be outside during extreme temperatures ...",https://jobright.ai/jobs/info/6937103aaabec14a727c3d16?utm_source=1100&utm_campaign=Engineering%20and%20Development
Engineering_Development,Tool Designer,Amphenol,"Sidney, NY",,$45K-$70K /yr,2025-12-08,,,,"1. Associate's in mechanical engineer or related field/experience 2. Working knowledge of Pro/ENGINEER software 3. Proficiency in Microsoft Office 4. Excellent communication skills (verbal and written) 5. Ability to work in a fast paced environment, handling multiple requests and projects concurrently ...",https://jobright.ai/jobs/info/6937100ca0dde7020e2feb8a?utm_source=1100&utm_campaign=Engineering%20and%20Development
Engineering_Development,Structural Engineer- Kiewit Infrastructure Engineers,"Building Material
Construction","Lone Tree, CO",,Kiewit,2025-12-08,,,,"1. Master's degree or greater in Structural Engineering or Civil Engineering 2. 0–2 years experience in relevant structural engineering design 3. 0–2 years experience in engineering plan production and preparation of engineering calculations, be highly technically competent and familiar with current tools/programs/software, and CADD production practice 4. Strong all-around theoretical knowledge of structural engineering principles 5. Experience with the design of multiple bridge types in concret",https://jobright.ai/jobs/info/68c7b76027f0732240603ee4?utm_source=1100&utm_campaign=Engineering%20and%20Development
Engineering_Development,Residential Upgrade Technician,CPI Security,"Multi Location Atlanta, Georgia, United States Atlanta, GA",,$45000-$60000 /yr,2025-12-08,501-1000,,,"1. High School Diploma or equivalent 2. Strong customer service skills with the ability to handle payments and complete accurate paperwork 3. Must be detail-oriented, capable of following technical instructions, and safety-conscious 4. Ability to represent the company professionally and maintain product knowledge, including features, pricing, and promotions",https://jobright.ai/jobs/info/69370e591c1c2161c13f042c?utm_source=1100&utm_campaign=Engineering%20and%20Development
Engineering_Development,"Associate, QC Analytical, Cell Therapy",Bristol Myers Squibb,Hybrid,,$35.82-$43.41 /hr,2025-12-08,,,,"1. Ability to accurately and completely understand and follow procedures. 2. Apply scientific principles to analytical testing and the proper use of laboratory equipment. 3. Ability to communicate effectively with peers and management regarding task completion, roadblocks, and needs. 4. Attention to detail and demonstrated organizational skills. 5. Ability to work in a fast-paced team environment, meet deadlines, and prioritize work. ...",https://jobright.ai/jobs/info/69370dfd1c1c2161c13f040c?utm_source=1100&utm_campaign=Engineering%20and%20Development
Engineering_Development,Test Engineer,ECCO Safety Group,"St. Louis, MO",,$65K-$75K /yr,2025-12-08,501-1000,,,"1. B.S. degree in Electrical or Mechanical Engineering. 2. Minimum 1 year of experience working with electronics 3. Working knowledge of AC and DC circuits 4. Ability to read and understand schematics, PCB layout drawings, and mechanical drawings. 5. Experience with electronic test and measurement equipment (oscilloscope, multimeter, etc.) ...",https://jobright.ai/jobs/info/69372e2c1c1c2161c13f1326?utm_source=1100&utm_campaign=Engineering%20and%20Development
Engineering_Development,"Event Technician, Audio Visual - Loews Arlington Hotel & Convention Center",Encore,"Arlington, TX",,$15.09-$18.49 /hr,2025-12-08,,,,"1. High School Diploma required. 2. Internal applicants must meet/complete all training and certification requirements as determined by Encore’s Global Learning Training Program in their current position, and for the position they are applying to. 3. External applicants must meet/validate and achieve/complete all training and certifications required for this position, within one year. 4. A valid driver’s license is required for team members that may operate Company vehicles. 5. Additional DOT re",https://jobright.ai/jobs/info/68ff84d60ab3b222462abaa1?utm_source=1100&utm_campaign=Engineering%20and%20Development
Engineering_Development,Professional Engineer 1 (Civil/Transportation) (NYHELPS),NYS Department of Transportation,"Albany, NY",,$98298-$122252 /yr,2025-12-08,,,,"1. A New York State Professional Engineer's license and current registration AND a qualifying bachelor's degree or higher as listed below 2. A New York State Professional Engineer's license and current registration AND one year of full-time qualifying engineering experience as listed below 3. Qualifying degrees: Civil Engineering, Civil Engineering Technology, Construction Engineering, Construction Engineering Technology, Construction Engineering Management, Construction Engineering Management T",https://jobright.ai/jobs/info/69373353aabec14a727c4fa9?utm_source=1100&utm_campaign=Engineering%20and%20Development
Engineering_Development,Early Career Environmental Scientist or Engineer,Environmental Consulting,"Honolulu, HI",,$50000-$75000 /yr,2025-12-08,501-1000,,,"1. Bachelor’s degree in Environmental Science, Chemistry, Geology, Engineering, or a related field 2. Excellent verbal and written communication skills with the ability to work effectively across multidisciplinary teams 3. Ability to work in both office and field environments 4. Comfortable working in varying field conditions (e.g., hot, humid, and/or stormy weather) 5. Demonstrated flexibility, adaptability, and willingness to learn ...",https://jobright.ai/jobs/info/69370b1c1c1c2161c13f0315?utm_source=1100&utm_campaign=Engineering%20and%20Development
Engineering_Development,Avionics Payload Engineer,Stratolaunch,"Mojave, CA",,$80690-$105800 /yr,2025-12-08,501-1000,,,"1. Experience in instrumentation, telemetry, or network engineering in an operational or regulated test environment. 2. Experience with data acquisition systems and dataloggers 3. Experience working with government procurement processes 4. Experience writing system requirements or ability to effectively elicit requirements from a customer 5. Experience with designing test equipment to support both bench and in vehicle testing of electronic assemblies ...",https://jobright.ai/jobs/info/68eadf1976a1db7c5985c625?utm_source=1100&utm_campaign=Engineering%20and%20Development
Engineering_Development,Motorsports Tire Engineer - Entry Level,Pratt Miller,"Huntersville, NC",,"$68,600-$106,300 /yr",2025-12-08,,,Yes,"1. BS, MS, or PhD in Mechanical or Automotive Engineering 2. Knowledge of tire data fitting from lab testing data 3. Knowledge of the analysis of tire data as it applies to tire selection and optimizing car performance 4. Knowledge of industry standard tire models and advanced modeling concepts 5. Vehicle/tire dynamics background ...",https://jobright.ai/jobs/info/6920c75f3f782d2f1afcb62f?utm_source=1100&utm_campaign=Engineering%20and%20Development
Engineering_Development,Inspection Technician,Divergent,"Torrance, CA",,$23-$35 /hr,2025-12-08,,,,"1. Ability to lawfully access information and technology that is subject to US export controls 2. At minimum 1 to 2 year of experience in a Quality inspector role in an aerospace, automotive, or other relevant production environment 3. High‑school diploma (required) 4. Proficient computer literacy (Windows, Teams, Excel, etc.) 5. Ability to read and understand engineering drawings, including knowledge of GD&T ...",https://jobright.ai/jobs/info/69370ab5a0dde7020e2fe929?utm_source=1100&utm_campaign=Engineering%20and%20Development
Engineering_Development,"Coordinator, Traffic Control",Aecon Group Inc.,"Delta, British Columbia, Canada",,$60000-$70000 /yr,2025-12-08,,,,"1. Previous experience in traffic management plan design and permitting administration 2. Proficient in using Invarion Rapid Plan software for traffic management plan design 3. Knowledge of traffic control measures, regulations, and safety standards 4. Demonstrated administrative experience with a focus on attention to detail 5. Strong organizational skills to manage multiple tasks and deadlines ...",https://jobright.ai/jobs/info/691b039622a2cb4b9bd0fc46?utm_source=1100&utm_campaign=Engineering%20and%20Development
Engineering_Development,RISC-V CPU Microarchitecture / RTL,United States,Remote,,,2025-12-08,501-1000,,,"1. Bachelor's, Master's, or PhD in Electrical Engineering, Computer Engineering, Computer Science, or a related field. 2. Proven track record of designing high-performance CPU RTL for x86, Arm, POWER, SPARC, or RISC-V. 3. Deep understanding of design verification strategy and trade-offs for verification methodology (simulation, formal, various checkers, etc…) 4. Deep understanding of CPU microarchitecture and PPA trade-off. 5. Proficiency in hardware description languages (HDLs) such as Verilog,",https://jobright.ai/jobs/info/68f6bd2076a51a4307bddede?utm_source=1100&utm_campaign=Engineering%20and%20Development
Engineering_Development,"Field Copier Technician (Canon, Ricoh, Sharp, Konica Minolta)",Pacific Office Automation,"Seattle, WA",,$23-$38 /hr,2025-12-08,,,,,https://jobright.ai/jobs/info/69372d0aaabec14a727c4b7f?utm_source=1100&utm_campaign=Engineering%20and%20Development
Engineering_Development,Supply Chain Management Analyst,Boeing,"Orangeburg, SC",,"$68,000-$92,000 /yr",2025-12-08,,,,"1. 1+ year of ERPLN, CEMES, SQUIS, Ariba experience or equivalent SAP. 2. 1+ year of experience in supply chain and/or materials management analysis 3. 1+ year of experience collecting and analyzing data from multiple sources, as well as interpreting data & presenting analysis/recommendations to management 4. Ability to lift, push and pull up to 35 pounds on a regular basis 5. Ability to walk, stand, climb, and descend stairs; bend and lift items; package materials and unload materials from cont",https://jobright.ai/jobs/info/693732d9a0dde7020e2ffd92?utm_source=1100&utm_campaign=Engineering%20and%20Development
Engineering_Development,"Network Install Technician, Infrastructure Delivery, DCC Communities",Amazon,"Berwick, Pennsylvania, USA",,$50600-$113200 /yr,2025-12-08,,,,"1. High school or equivalent diploma 2. 1+ year or experience in any of the following or similar technical or vocational roles: Computer Hardware Repair, Infrastructure Cabling, Network Deployment, Data Center Operations, Technical Project Management",https://jobright.ai/jobs/info/693709421c1c2161c13f0294?utm_source=1100&utm_campaign=Engineering%20and%20Development
Engineering_Development,Tire Technician - Rochester West #481,Les Schwab Tire Centers,"Rochester, MN",,$16.50-$26.45 /hr,2025-12-08,5001-10000,,,"1. Valid driver’s license 2. Excellent customer service skills 3. Ability to work in a rapid pace environment 4. Frequent lifting of weight between 35-75 pounds 5. Frequent bending, twisting, kneeling and continuous squatting ...",https://jobright.ai/jobs/info/693708a3a0dde7020e2fe82b?utm_source=1100&utm_campaign=Engineering%20and%20Development
Engineering_Development,"Clayton Homes Service Technician Apprentice - Gallup, NM",Clayton,"Gallup, NM",,$16-$18 /hr,2025-12-08,,,,"1. High school diploma or equivalent 2. Numerous and varied handyman skills 3. The ability to lift and move furniture, wallboard, water heater, etc. (100 lbs.) 4. The endurance to perform strenuous tasks 5. The ability to safely climb ladders ...",https://jobright.ai/jobs/info/6937288f1c1c2161c13f0fb8?utm_source=1100&utm_campaign=Engineering%20and%20Development
Engineering_Development,Associate Engineer (Drug Product Development),Piper Companies,"Branchburg, NJ",,$35-$38 /hr,2025-12-08,,,,"1. BS in Biology, Bioengineering, Biotechnology, or related field 2. 1–2 years of relevant industry lab experience 3. Hands-on cell culture and aseptic technique required 4. Understanding of basic cellular analytics (viability, cell state, etc.)",https://jobright.ai/jobs/info/693707fd1c1c2161c13f01e4?utm_source=1100&utm_campaign=Engineering%20and%20Development
Engineering_Development,Graduate Engineer - Construction Engineering,Walter P Moore,"Multi Location New York, United States Denver, CO",,,2025-12-08,,,,"1. Master's in Civil Engineering with emphasis in Structural 2. EIT 3. Excellent written and verbal communication skills 4. Demonstrated strength in steel design, steel connection design and structural analysis 5. SAP 2000 modeling experience",https://jobright.ai/jobs/info/69006de4e04ac838fb5c1cd8?utm_source=1100&utm_campaign=Engineering%20and%20Development
Engineering_Development,INTERNAL ASSEMBLY (2nd or 3rd Shift),A Hiring Company,"Washington, MO",,$23.71-$26.43 /hr,2025-12-08,11-50,,,"1. Mechanical and/or electrical aptitude 2. Strong work ethic 3. Ability to read, understand and interpret Bills of Materials (BOMs), drawings, schematics and specifications 4. Ability to complete assignments with limited supervision 5. Experience in framing and top-yoking active part ...",https://jobright.ai/jobs/info/69373412aabec14a727c504f?utm_source=1100&utm_campaign=Engineering%20and%20Development
Engineering_Development,Clinical Lab Scientist - Clinical Lab - Full Time 8 Hour Evenings (Non-Exempt)(Non-Union),CHEManager International,"Los Angeles, CA",,$46-$76.07 /hr,2025-12-08,,,,"1. Bachelor's degree in Related field 2. Training for California Clinical Laboratory Scientist or California Specialty (Limited) License 3. Organization/time management skills. 4. Demonstrates excellent verbal and written communication skills. 5. Well-developed planning, marketing, organizational development, and business skills. ...",https://jobright.ai/jobs/info/69372b00a0dde7020e2ff847?utm_source=1100&utm_campaign=Engineering%20and%20Development
Engineering_Development,Clinical Lab Scientist - Clinical Lab - Full Time 8 Hour Nights (Non-Exempt) (Non-Union),CHEManager International,"Los Angeles, CA",,$46-$76.07 /hr,2025-12-08,,,,"1. Bachelor's degree Degree in Related field 2. Specialized/technical training Training for California Clinical Laboratory Scientist or California Specialty (Limited) License 3. Organization/time management skills. 4. Demonstrates excellent verbal and written communication skills. 5. Well-developed planning, marketing, organizational development, and business skills. ...",https://jobright.ai/jobs/info/6937377daabec14a727c529e?utm_source=1100&utm_campaign=Engineering%20and%20Development
Engineering_Development,Clinical Laboratory Scientist (CLS) - Laboratory - Full Time 8 Hour Day Shift (Non Union),CHEManager International,"Glendale, CA",,$46-$76 /hr,2025-12-08,,,,"1. Bachelor of Arts of Science and/or equivalent training for California Clinical Laboratory Scientist or California Specialty (Limited) License. 2. Minimum 1 year prior preferred experience to include: specialized and complex analysis, computer experience, quality control, calibration, QC evaluation, inventory control, preventative maintenance, and quality improvement. 3. Minimum 1 year experience for CLS license and 2 years for a Limited license. 4. Valid Clinical Lab Scientist license or Limi",https://jobright.ai/jobs/info/69372d00aabec14a727c4b78?utm_source=1100&utm_campaign=Engineering%20and%20Development
Engineering_Development,Meter Data Analyst I,Alliant Energy,"Multi Location Cedar Rapids, IA Madison, WI",,$55000-$60000 /yr,2025-12-08,,,,"1. Demonstrated effective interpersonal, verbal, and written communication skills. 2. Demonstrated ability to use computer software programs (e.g., e-mail, word processing, spreadsheet, and project management). 3. Demonstrated ability to analyze information and understand how systems process data. 4. Ability to exercise judgment and plan and carry out responsibilities with a minimum of direction. 5. Ability to work effectively in a collaborative and inclusive work environment.",https://jobright.ai/jobs/info/693706b81c1c2161c13f00d2?utm_source=1100&utm_campaign=Engineering%20and%20Development
Engineering_Development,Manufacturing Engineer (New Grads: Fall 2025/Spring 2026),Divergent,"Los Angeles, CA",,$100K-$110K /yr,2025-12-08,,,Yes,"1. Ability to lawfully access information and technology that is subject to US export controls. 2. Graduating in Dec 2025 or Spring 2026 with a Bachelor’s degree in Mechanical Engineering, Manufacturing Engineering, Physics, or a related field. 3. Proficiency in CAD software (e.g., Siemens NX, AutoCAD). 4. Exposure to common manufacturing processes such as machining, fabrication, 3D printing, etc. through coursework, internships, or projects. 5. Demonstrated ability to solve complex engineering",https://jobright.ai/jobs/info/69372a7e1c1c2161c13f10da?utm_source=1100&utm_campaign=Engineering%20and%20Development
Engineering_Development,Brake & Alignment Technician - Rochester West #481,Les Schwab Tire Centers,"Rochester, MN",,$16.50-$26.45 /hr,2025-12-08,5001-10000,,,"1. Valid driver’s license 2. Excellent customer service skills 3. Ability to work in a rapid pace environment 4. Frequent lifting up to 35 pounds, with occasional lifting up to 75 pounds 5. Frequent bending, twisting, kneeling and continuous squatting, reaching, walking and standing",https://jobright.ai/jobs/info/69370593a0dde7020e2fe703?utm_source=1100&utm_campaign=Engineering%20and%20Development
Engineering_Development,Technician - Wireless,Mt Juliet,"Customer Service
Finance",,$18.65-$29.84 /hr,2025-12-08,,,,"1. High school diploma or GED 2. One year of skill-related experience, such as working with components, testing requirements, and/or assembly of small electronics 3. Ability to demonstrate a high level of proficiency with soldering and de-soldering 4. Basic computer skills and the ability to enter data on multiple screens 5. Must be able to lift and/or move up to 30 pounds ...",https://jobright.ai/jobs/info/693721f9aabec14a727c43c8?utm_source=1100&utm_campaign=Engineering%20and%20Development
Engineering_Development,Materials Management Specialist,Baxter International Inc.,"Batesville, Indiana",,$52000-$72600 /yr,2025-12-08,,,,"1. Associates Degree or seven to ten years equivalent combination of education and work experience in a specific technical field or product area. 2. One to two years materials experience and/or training, or equivalent combination of education and experience. 3. Requires thorough knowledge of Microsoft Office (Word, Excel, Access, PowerPoint) programs and production scheduling software. 4. Ability to work in a face-paced environment. 5. Decision-making skills. ...",https://jobright.ai/jobs/info/693704c9a0dde7020e2fe6b5?utm_source=1100&utm_campaign=Engineering%20and%20Development
Engineering_Development,Laboratory Operations Coordinator,Broad Institute of MIT and Harvard,"Cambridge, MA",,"Usd58,000-Usd76,667 /yr",2025-12-08,,,,"1. BS or BA in a related scientific field with 1+ years of relevant experience, and/or equivalent experience. 2. Experience working in research laboratories and familiarity with standard laboratory operational procedures are required. 3. Must possess excellent interpersonal, verbal, and written communication skills in this collaborative work environment. 4. Foundational understanding and awareness of the research techniques performed in the relevant laboratories. 5. High level of initiative and",https://jobright.ai/jobs/info/6912e76fd1047e3565d003a7?utm_source=1100&utm_campaign=Engineering%20and%20Development
Engineering_Development,Temporary Research Technician,North Carolina State University,"Raleigh, NC",,$18-$22 /hr,2025-12-08,5001-10000,,,"1. Combination of training and experience required to perform the duties 2. At least one year of laboratory experience 3. Must be willing to travel to collect water samples, and for scientific/educational activities (may include evenings, weekends and extended days) 4. Excellent organizational skills with strong attention to detail 5. Record keeping experience ...",https://jobright.ai/jobs/info/693702c91c1c2161c13eff7c?utm_source=1100&utm_campaign=Engineering%20and%20Development
Engineering_Development,Production Associate (Cylinder Processor),Linde Gas & Equipment,"Odessa, TX",,$21-$24 /hr,2025-12-08,5001-10000,,,"1. High school diploma or G.E.D. 2. Must be able to push, pull, move and/or lift a minimum of 75 pounds 3. Availability to work overtime 4. Effective organizational, listening, and communication skills 5. Upholds high standards of honesty and integrity ...",https://jobright.ai/jobs/info/69370282aabec14a727c3748?utm_source=1100&utm_campaign=Engineering%20and%20Development
Engineering_Development,"Service Technician, Steam Shop - Earthmoving (2nd Shift)",Milton CAT,"Milford, MA",,$35.30-$35.30 /hr,2025-12-08,501-1000,,,1. High school diploma or (GED) equivalent. 2. Proficient in the use of a computer and related software. 3. Able to lift up to 50 pounds. 4. Able to climb on wet machines. 5. Basic knowledge of safely operating heavy construction equipment. ...,https://jobright.ai/jobs/info/693702411c1c2161c13eff2a?utm_source=1100&utm_campaign=Engineering%20and%20Development
Engineering_Development,Coordinator (CADD),"Government
Legal","Queens, NY",,City of New York,2025-12-08,,,,"1. A baccalaureate degree from an accredited college in civil engineering and one year of full-time satisfactory experience in civil engineering work 2. A baccalaureate degree from an accredited college and a Master's degree from an accredited college in civil engineering 3. Authorization to work in the United States 4. Permanent in the Assistant Civil Engineer title, or reachable on the Open-Competitive (Exam #1101), or filed for the Open-Competitive Exam #5015",https://jobright.ai/jobs/info/69372950aabec14a727c48eb?utm_source=1100&utm_campaign=Engineering%20and%20Development
Engineering_Development,Maintenance Technician - Avana Coachman,Greystar (International),Hybrid,,$21-$22 /hr,2025-12-08,,,,1. Incumbents must have EPA certifications Type 1 and II or Universal for refrigerant recycling. 2. Incumbents must have all certifications as required by State and Local jurisdictions. 3. Incumbents must have valid driver’s license to operate a golf cart on property depending on the property size.,https://jobright.ai/jobs/info/693700d71c1c2161c13efe7d?utm_source=1100&utm_campaign=Engineering%20and%20Development
Engineering_Development,Systems Engineer,Spellman High Voltage Electronics Corporation,"Hauppauge, NY",,$79000-$91000 /yr,2025-12-08,,,,"1. BSEE or MSEE or a degree in closely related fields 2. 1+ years of experience in an engineering role 3. Experience in requirements development, verification, and validation preferably for power conversion / Power electronics systems; or other Engineering fields. 4. Power Electronics & power conversion experience a major plus: Understanding of basic converter topologies. 5. Understanding of analog circuits. ...",https://jobright.ai/jobs/info/68f468219a63986de757534f?utm_source=1100&utm_campaign=Engineering%20and%20Development
Engineering_Development,Modeling & Simulation Engineer (Entry),CACI bv,"Aberdeen Proving Ground, MD",,$70K-$143K /yr,2025-12-08,51-100,,,"1. US Citizenship is required to obtain a Secret clearance 2. Bachelor’s degree in a STEM field (Electrical Engineering, Mathematics, or Physics) 3. Knowledge of General Coding Fundamentals, to include variables, functions, Booleans, arrays and array manipulation, and code logic 4. Creating algorithms that produce different results based on various provided inputs 5. Knowledge in Object Oriented Programming (OOP) ...",https://jobright.ai/jobs/info/69372cd2aabec14a727c4b56?utm_source=1100&utm_campaign=Engineering%20and%20Development
Engineering_Development,"Event Technician, Audio Visual - Lancaster County Convention Center & Lancaster Marriott at Penn Square",Encore,"Lancaster, PA",,$15-$18 /hr,2025-12-08,,,,"1. High School Diploma 2. Internal applicants must meet/complete all training and certification requirements as determined by Encore’s Global Learning Training Program in their current position, and for the position they are applying to. 3. External applicants must meet/validate and achieve/complete all training and certifications required for this position, within one year. 4. A valid driver’s license is required for team members that may operate Company vehicles. 5. Additional DOT requirements",https://jobright.ai/jobs/info/68ff79b10ab3b222462ab6c2?utm_source=1100&utm_campaign=Engineering%20and%20Development
Engineering_Development,Production Packaging Associate,"Building Material
Consumer Goods","Monroe, MI",,Backyard Products,2025-12-08,,,,1. Ability to read a tape measure and follow specific work instructions 2. Working knowledge of mathematical functions 3. Manual dexterity required for operating machinery 4. Ability to lift up to 50 pounds repetitively 5. Must wear any combination - steel / composite toe boot / shoe (not provided by company) ...,https://jobright.ai/jobs/info/6936fb6faabec14a727c34b8?utm_source=1100&utm_campaign=Engineering%20and%20Development
Engineering_Development,Manufacturing Engineering Support Specialist,"Commercial
Manufacturing","Putnam, CT",,"Kochek Company, LLC",2025-12-08,,,,"1. Associates or Bachelor’s degree in Mechanical Engineering, Industrial Engineering, Manufacturing Engineering or a related field; relevant experience may substitute for formal education. 2. Strong understanding of manufacturing processes, documentation standards, and quality systems. 3. Proficiency in CAD software such as AutoCAD, SolidWorks or Creo; experience with CAM programming is a plus. 4. Familiarity with CNC programming, GD&T (Geometric Dimensioning & Tolerancing), and CAM software too",https://jobright.ai/jobs/info/69370df1a0dde7020e2fea7f?utm_source=1100&utm_campaign=Engineering%20and%20Development
Engineering_Development,Facilities Engineer I,QuidelOrtho,"Multi Location Rochester, NY US - NY - Rochester",,"$94,000-$159,000 /yr",2025-12-08,5001-10000,,,"1. Bachelor’s degree in mechanical engineering, Electrical Engineering, Facilities Management, or a related field. 2. 0-5 years of experience in facilities engineering, maintenance, or a related field. 3. Basic understanding of building systems, including HVAC, electrical, plumbing, and safety systems. 4. Strong problem-solving skills and attention to detail. 5. Excellent communication and teamwork abilities. ...",https://jobright.ai/jobs/info/691b351c22a2cb4b9bd10b44?utm_source=1100&utm_campaign=Engineering%20and%20Development
Engineering_Development,Temporary Research Technician - Sweetpotato,North Carolina State University,"Raleigh, NC",,$17.50-$22.50 /hr,2025-12-08,5001-10000,,,1. Combination of training and experience required to perform the duties 2. At least 6 months experience working in horticulture research or related field 3. Valid driver’s license 4. Valid NC Driver's License required,https://jobright.ai/jobs/info/6936fa851c1c2161c13efc85?utm_source=1100&utm_campaign=Engineering%20and%20Development
Engineering_Development,Clinical Research Coordinator - CIM Oncology (Research Institute),"Bioinformatics
Health Care","Montreal, Quebec, Canada",,$44408-$82427.80 /yr,2025-12-08,,,,1. Diploma of College Studies (DEC) 2. 1 year of experience in clinical research 3. Bilingual: French and English spoken and written 4. Critical thinking an asset 5. Solid written and verbal communication skills ...,https://jobright.ai/jobs/info/69372f611c1c2161c13f1401?utm_source=1100&utm_campaign=Engineering%20and%20Development
Engineering_Development,Electroplating Technician / Plating Lead,Cinch Connectivity Solutions,"Waseca, MN",,"$50,461-$61,507 /yr",2025-12-08,5001-10000,,,"1. Two year degree in Chemistry, Chemical Engineering, or equivalent discipline, or relevant chemical and technical experience. 2. One or more years experience in relevant plating and/or chemical processes, which includes titration, atomic absorption, and waste water treatment experience. 3. Must be a US Citizen or Permanent Resident.",https://jobright.ai/jobs/info/69371a6aaabec14a727c4119?utm_source=1100&utm_campaign=Engineering%20and%20Development
Engineering_Development,"Electrical Engineer, Spectacles, Level 3",Snap Inc.,"Los Angeles, CA",,$91K-$161K /yr,2025-12-08,5001-10000,,,"1. Strong electrical engineering fundamentals 2. Experience in electronic design, including component selection, schematic design 3. Familiarity with low power/battery operated designs 4. Great interpersonal skills; ability to collaborate across groups 5. Experience with lab equipment, oscilloscopes, battery simulators, dmms, vector network analyzers ...",https://jobright.ai/jobs/info/68ce9484fb49c96ca6ea1c86?utm_source=1100&utm_campaign=Engineering%20and%20Development
Engineering_Development,"Scientist, Chemistry",Treeline,"Watertown, Massachusetts, United States",,"$110,508-$141,560 /yr",2025-12-08,,,,"1. PhD in organic chemistry or related field (0-5 years industry experience and/or postdoctoral training) with compelling medicinal chemistry experience 2. Demonstrated expertise in synthetic organic chemistry with a record of productivity in the design, synthesis, purification, and characterization of challenging organic molecules using state of the art techniques 3. Excellent literature search skills, the ability to design and improve synthetic routes to support SAR studies and deliver compoun",https://jobright.ai/jobs/info/69371424a0dde7020e2fed6e?utm_source=1100&utm_campaign=Engineering%20and%20Development
Engineering_Development,"Data Center Technician, DCC Communities","Consulting
DevOps",Amazon Web Services (AWS),,$51K-$113K /yr,2025-12-08,,,,"Multi Location Boardman, OR Wink, TX Plain City, OH Berwick, PA Mesa, AZ South Bend, IN Canton, MS Dublin, OH Frederick, MD Chantilly, VA Sparks, NV Atlanta, GA",https://jobright.ai/jobs/info/69057e2263502c0aded7b89c?utm_source=1100&utm_campaign=Engineering%20and%20Development
Engineering_Development,Maintenance Technician - The Stories,Greystar (International),Hybrid,,"The Stories, Rockville, MD",2025-12-08,,,,1. Incumbents must have EPA certifications Type 1 and II or Universal for refrigerant recycling. (Applies to Certified Service Technicians.) 2. Incumbents must have all certifications as required by State and Local jurisdictions. (Applies to all Service Technicians.) 3. Incumbents must have valid driver’s license to operate a golf cart on property depending on the property size.,https://jobright.ai/jobs/info/6936f67caabec14a727c31f9?utm_source=1100&utm_campaign=Engineering%20and%20Development
Engineering_Development,Mechanical Engineer,Industrial Manufacturing,"Richmond, British Columbia, Canada",,Saltworks Technologies: Industrial Water + Lithium,2025-12-08,,,,"1. A degree in Mechanical or Integrated Engineering 2. 1-3 years of relevant post-graduation work experience 3. Registration as an EIT through EGBC or another Canadian engineering regulator 4. Proficiency in SolidWorks, including routing, large assemblies, weldments, sheet metal, drawings, and PDM systems 5. Familiarity with industrial plant design, including P&IDs and concurrent engineering practices ...",https://jobright.ai/jobs/info/69371f98aabec14a727c4358?utm_source=1100&utm_campaign=Engineering%20and%20Development
Engineering_Development,Maintenance Technician - Broadstone Woodmill Creek,Greystar (International),Hybrid,,"Broadstone Woodmill Creek, The Woodlands, TX",2025-12-08,,,,1. Incumbents must have EPA certifications Type 1 and II or Universal for refrigerant recycling. (Applies to Certified Service Technicians.) 2. Incumbents must have all certifications as required by State and Local jurisdictions. (Applies to all Service Technicians.) 3. Incumbents must have valid driver’s license to operate a golf cart on property depending on the property size.,https://jobright.ai/jobs/info/6936f4b71c1c2161c13ef954?utm_source=1100&utm_campaign=Engineering%20and%20Development
Engineering_Development,CMP Equipment Engineer,Samsung Semiconductor,"Austin, TX",,$70K-$179K /yr,2025-12-08,,,,"1. BS or MS in Chemical, Mechanical, Electrical, or Industrial Engineering, Physics, Chemistry, Material Science, or Computer Science 2. Cumulative GPA Minimum: 3.0 3. Eligible to work in the US without sponsorship 4. Willing to relocate to Austin, Texas 5. Scripting in Python, VBA, or equivalent language ...",https://jobright.ai/jobs/info/6936f43e1c1c2161c13ef92f?utm_source=1100&utm_campaign=Engineering%20and%20Development
Engineering_Development,Electrical/Control Panel Associate (1st shift),"Woodward, Inc.","Loveland, CO",,$18.27-$29.33 /hr,2025-12-08,5001-10000,,,"1. U.S. Persons within the meaning of the ITAR and EAR, or eligible to obtain all required authorizations from the U.S. Department of State and/or the U.S. Department of Commerce. 2. Understands fundamental electrical standards, principles and concepts. 3. Identifies gap-to-standard and resolves or escalates them per standard processes/procedures. 4. Demonstrates basic understanding of electrical systems and components. 5. Communicates effectively with team members and supervisors to support wor",https://jobright.ai/jobs/info/69371887a0dde7020e2fef14?utm_source=1100&utm_campaign=Engineering%20and%20Development
